Unnamed: 0,name,full_name,age,height,nationality,place_of_birth,max_price,position,shirt_nr,foot,club,contract_expires,joined_club,player_agent,outfitter,price_eur,max_price_eur
314,Florian Schock,,21,2.0,Germany,Ostfildern,0.2,Goalkeeper,42,Right,Vfb Stuttgart,2024-06-30,2021-09-07,Relatives,Unknown,0.2,0.2
353,Anton Stach,,24,1.94,Germany,Buchholz In Der Nordheide,15.0,midfield - Defensive Midfield,6,Both,1.Fsv Mainz 05,2024-06-30,2021-07-31,Roof,Unknown,15.0,15.0
490,Paul Grave,,22,1.93,Germany,Borken,0.1,Goalkeeper,34,Right,Vfl Bochum,,2019-03-02,Fg Sports Gmbh,Unknown,0.1,0.1
138,Faride Alidou,,21,1.86,Germany  Togo,Hamburg,2.5,Attack - Left Winger,11,Right,E. Frankfurt,2026-06-30,2022-07-01,Ftc,Unknown,2.5,2.5
502,Jacek Goralski,Jacek Góralski,30,1.72,Poland,Bydgoszcz,3.0,midfield - Defensive Midfield,5,Right,Vfl Bochum,2024-06-30,2022-07-01,Unidos,Unknown,1.0,3.0
274,Tim Maciejewski,Tim Luis Maciejewski,22,1.86,Germany,Berlin,0.35,Attack - Right Winger,16,Right,Union Berlin,2023-06-30,2020-07-01,Think Forward,Unknown,0.35,0.35
445,Christian Groß,,34,1.82,Germany,Bremen,0.5,midfield - Defensive Midfield,36,Both,Werder Bremen,2024-06-30,2020-08-01,Dlt Sports Group,Unknown,0.5,0.5
357,Aymen Barkok,أيمن بركوك,24,1.89,Morocco  Germany,Frankfurt Am Main,3.5,midfield - Central Midfield,4,Right,1.Fsv Mainz 05,2025-06-30,2022-07-01,Sports Excellence ...,Unknown,1.5,3.5
87,Lukas Hradecky,Lukáš Hrádecký,33,1.92,Finland  Slovakia,Bratislava,12.0,Goalkeeper,1,Right,B. Leverkusen,2026-06-30,2018-07-01,Unknown,Uhlsport,2.5,12.0
76,Xaver Schlager,,25,1.74,Austria,Linz,27.0,midfield - Central Midfield,24,Left,Rb Leipzig,2026-06-30,2022-07-01,Roof,Puma,22.0,27.0
452,Maximilian Philipp,Maximilian Marcus Philipp,29,1.83,Germany,Berlin,20.0,Attack - Second Striker,17,Right,Werder Bremen,2023-06-30,2023-01-30,Unique Sports Group,Unknown,2.0,20.0
15,Leon Goretzka,Leon Christoph Goretzka,28,1.89,Germany,Bochum,70.0,midfield - Central Midfield,8,Right,Bayern Munich,2026-06-30,2018-07-01,Neubauer 13 Gmbh,Unknown,65.0,70.0
206,Lukas Kübler,,30,1.82,Germany,Bonn,3.0,Defender - Right-Back,17,Right,Sc Freiburg,,2015-07-01,Roof,Unknown,3.0,3.0
277,Jordan,,27,1.91,United States  France,"Washington, D. C.",10.0,Attack - Centre-Forward,45,Right,Union Berlin,2026-06-30,2022-07-01,Unknown,Unknown,9.0,10.0
398,Sebastian Andersson,Martin Sebastian Andersson,31,1.9,Sweden,Ängelholm,7.0,Attack - Centre-Forward,9,Right,1.Fc Köln,2023-06-30,2020-09-15,People In Sport,Unknown,1.0,7.0
19,Arijon Ibrahimovic,Arijon Ibrahimović / Arijon Ibrahimi,17,1.76,Germany  Kosovo,Nürnberg,1.0,midfield - Attacking Midfield,46,Right,Bayern Munich,2025-06-30,2023-01-17,Agent Is Known - Player Under 18,Unknown,1.0,1.0
458,Justin Heekeren,,22,1.96,Germany,Veen,0.25,Goalkeeper,28,Both,Fc Schalke 04,2025-06-30,2022-07-01,Royal,Unknown,0.25,0.25
342,Finn Dahmen,Finn Gilbert Dahmen,25,1.88,Germany  England,Wiesbaden,2.0,Goalkeeper,1,Right,1.Fsv Mainz 05,2023-06-30,2018-07-01,Cn Sports,Unknown,1.0,2.0
56,Julien Duranville,,17,1.7,Belgium,Uccle,5.0,Attack - Right Winger,16,Right,Bor. Dortmund,,2023-01-27,Agent Is Known - Player Under 18,Unknown,5.0,5.0
337,Juan José Perea,Juan José Perea Mendoza,23,1.8,Colombia,Bogotá,2.4,Attack - Centre-Forward,11,Right,Vfb Stuttgart,2026-06-30,2022-07-08,Konstantinos Farras,Adidas,2.4,2.4
505,Pierre Kunde,Pierre Kunde Malong,27,1.8,Cameroon,Limbé,10.0,midfield - Central Midfield,28,Right,Vfl Bochum,2023-06-30,2023-01-06,Is Sports Agency ...,Unknown,2.0,10.0
241,Finn Ole Becker,,22,1.77,Germany,Elmshorn,2.5,midfield - Central Midfield,20,Left,Tsg Hoffenheim,2026-06-30,2022-07-01,Sports360 Gmbh,Unknown,1.0,2.5
410,Lukas Ullrich,,19,1.8,Germany,Berlin,0.75,Defender - Left-Back,26,Left,Hertha Bsc Ii,2023-06-30,2022-07-01,Seg,Puma,0.75,0.75
311,Irvin Cardona,,25,1.85,France  Malta,Nîmes,8.0,Attack - Centre-Forward,48,Right,Fc Augsburg,2027-06-30,2023-01-18,Wasserman,Unknown,2.5,8.0
473,Éder Balanta,Éder Fabián Álvarez Balanta,30,1.8,Colombia,Bogotá,6.5,midfield - Defensive Midfield,33,Left,Fc Schalke 04,2023-06-30,2023-01-31,No Agent,Unknown,3.0,6.5
436,Amos Pieper,,25,1.92,Germany,Lüdinghausen,7.0,Defender - Centre-Back,5,Right,Werder Bremen,2026-06-30,2022-07-01,Sports360 Gmbh,Unknown,6.0,7.0
494,Dominique Heintz,,29,1.88,Germany,Neustadt An Der Weinstraße,10.0,Defender - Centre-Back,30,Left,Vfl Bochum,2023-06-30,2022-08-11,Sports360 Gmbh,Unknown,1.5,10.0
25,Mathys Tel,,18,1.83,France  Guadeloupe,Sarcelles,20.0,Attack - Centre-Forward,39,Right,Bayern Munich,2025-06-30,2022-07-26,Unknown,Unknown,20.0,20.0
369,Timo Horn,,29,1.92,Germany,Köln,12.0,Goalkeeper,1,Left,1.Fc Köln,2023-06-30,2011-07-01,Sports360 Gmbh,Puma,1.5,12.0
42,Mateu Morey Bauzà,Mateu Jaume Morey Bauzà,23,1.73,Spain,Palma De Mallorca,7.0,Defender - Right-Back,2,Right,Bor. Dortmund,2024-06-30,2019-07-01,Unknown,Unknown,1.5,7.0
141,Rafael Borré,Rafael Santos Borré Maury,27,1.74,Colombia,Barranquilla,20.0,Attack - Centre-Forward,19,Right,E. Frankfurt,2025-06-30,2021-07-05,Wasserman,Unknown,12.0,20.0
423,Kelian Nsona,Kelian Nsona Wa Saka,21,1.89,France  Dr Congo,Ivry-Sur-Seine,1.2,Attack - Right Winger,28,Right,Hertha Bsc,2026-06-30,2022-01-31,Rogon,Unknown,1.2,1.2
320,Borna Sosa,,25,1.87,Croatia  Germany,Zagreb,23.0,Defender - Left-Back,24,Left,Vfb Stuttgart,2025-06-30,2018-07-01,Caa Stellar,Unknown,15.0,23.0
127,Timothy Chandler,,33,1.86,United States  Germany,Frankfurt Am Main,5.0,Defender - Right-Back,22,Right,E. Frankfurt,2025-06-30,2014-07-01,Sports Excellence ...,Adidas,1.2,5.0
336,Tiago Tomás,Tiago Barreiros de Melo Tomás,20,1.8,Portugal,Cascais,7.0,Attack - Centre-Forward,10,Right,Vfb Stuttgart,2023-06-30,2022-01-30,Proeleven S.A.,Unknown,7.0,7.0
31,Nico Schlotterbeck,Nico Cedric Schlotterbeck,23,1.91,Germany,Waiblingen,40.0,Defender - Centre-Back,4,Left,Bor. Dortmund,2027-06-30,2022-07-01,Robert Schneider,Unknown,40.0,40.0
114,Kevin Trapp,Kevin Christian Trapp,32,1.89,Germany,Merzig,12.0,Goalkeeper,1,Right,E. Frankfurt,2026-06-30,2019-08-07,Sports360 Gmbh,Adidas,8.5,12.0
155,Stefan Lainer,,30,1.75,Austria,Salzburg,18.0,Defender - Right-Back,18,Right,Bor. M'Gladbach,2024-06-30,2019-07-01,Roof,Unknown,3.5,18.0
214,Vincenzo Grifo,,30,1.8,Italy,Pforzheim,12.0,Attack - Left Winger,32,Right,Sc Freiburg,,2019-09-02,Roof,Unknown,12.0,12.0
427,Stevan Jovetic,Cтeвaн Joвeтић,33,1.83,Montenegro  Serbia,Titograd,30.0,Attack - Centre-Forward,19,Right,Hertha Bsc,2023-06-30,2021-07-27,Lian Sports Group,Unknown,2.0,30.0
57,Sébastien Haller,Sébastien Romain Teddy Haller,28,1.91,Cote D'Ivoire  France,Ris-Orangis,45.0,Attack - Centre-Forward,9,Right,Bor. Dortmund,2026-06-30,2022-07-06,Management 360,Puma,30.0,45.0
269,Aïssa Laïdouni,Aïssa Bilal Laïdouni,26,1.81,Tunisia  France,Montfermeil,4.0,midfield - Central Midfield,20,Right,Union Berlin,,2023-01-27,World In Motion,Unknown,4.0,4.0
24,Thomas Müller,,33,1.85,Germany,Weilheim In Oberbayern,75.0,Attack - Second Striker,25,Right,Bayern Munich,2024-06-30,2009-07-01,Kögl & Partner Gmbh,Adidas,18.0,75.0
17,Jamal Musiala,,20,1.84,Germany  England,Stuttgart,110.0,midfield - Attacking Midfield,42,Right,Bayern Munich,2026-06-30,2020-07-01,11Wins,Unknown,110.0,110.0
188,Felix Nmecha,,22,1.9,Germany  England,Hamburg,8.0,midfield - Attacking Midfield,22,Right,Vfl Wolfsburg,2024-06-30,2021-07-21,Unknown,Unknown,8.0,8.0
67,Mohamed Simakan,,23,1.87,France  Guinea,Marseille,28.0,Defender - Centre-Back,2,Right,Rb Leipzig,2027-06-30,2021-07-01,Bs Group - Bs Law,Puma,28.0,28.0
407,Filip Uremovic,Filip Uremović,26,1.84,Croatia,Požega,7.0,Defender - Centre-Back,5,Right,Hertha Bsc,2026-06-30,2022-07-01,Ivan Bosnjak,Adidas,2.0,7.0
401,Oliver Christensen,,24,1.9,Denmark,Kerteminde,4.5,Goalkeeper,1,Right,Hertha Bsc,2026-06-30,2021-08-26,Boutique Transfers,Unknown,4.5,4.5
95,Mitchel Bakker,,22,1.85,Netherlands,Purmerend,14.0,Defender - Left-Back,5,Left,B. Leverkusen,2025-06-30,2021-07-12,Team Raiola,Unknown,9.0,14.0
501,Cristian Gamboa,Cristian Esteban Gamboa Luna,33,1.75,Costa Rica,Liberia,2.0,Defender - Right-Back,2,Right,Vfl Bochum,2024-06-30,2019-08-27,Wasserman,Unknown,0.7,2.0
358,Eniss Shabani,,19,1.8,Germany  Kosovo,Gießen,0.2,midfield - Central Midfield,41,Right,1.Fsv Mainz 05,2025-06-30,2022-07-01,Asbw Sport Marketing,Unknown,0.2,0.2
23,Serge Gnabry,Serge David Gnabry,27,1.76,Germany  Cote D'Ivoire,Stuttgart,90.0,Attack - Right Winger,7,Right,Bayern Munich,2026-06-30,2017-07-01,Roof,Adidas,55.0,90.0
234,Pavel Kaderabek,Pavel Kadeřábek,31,1.82,Czech Republic,Praha,20.0,Defender - Right-Back,3,Right,Tsg Hoffenheim,2025-06-30,2015-07-01,No Agent,Unknown,4.0,20.0
268,András Schäfer,,24,1.78,Hungary,Szombathely,5.0,midfield - Central Midfield,13,Both,Union Berlin,,2022-01-21,Em Sports Consulting,Unknown,5.0,5.0
211,Merlin Röhl,,20,1.92,Germany,Berlin,2.0,midfield - Central Midfield,34,Both,Sc Freiburg,,2022-08-17,Sportlobby,Unknown,2.0,2.0
5,Dayot Upamecano,Dayotchanculle Oswald Upamecano,24,1.86,France  Guinea-Bissau,Évreux,60.0,Defender - Centre-Back,2,Right,Bayern Munich,2026-06-30,2021-07-05,Unique Sports Group,Nike,60.0,60.0
117,Simon Simoni,,18,1.94,Albania,Lezhë,0.25,Goalkeeper,41,Right,E. Frankfurt,2027-06-30,2023-01-01,Creatio Management,Unknown,0.2,0.25
45,Emre Can,,29,1.86,Germany  Turkey,Frankfurt Am Main,40.0,midfield - Defensive Midfield,23,Right,Bor. Dortmund,2024-06-30,2020-07-01,Ism Int. Soccer ...,Unknown,14.0,40.0
399,Florian Dietz,,24,1.9,Germany,Bad Neustadt An Der Saale,1.0,Attack - Centre-Forward,33,Right,1.Fc Köln,2025-06-30,2022-07-01,Roof,Unknown,1.0,1.0
16,Ryan Gravenberch,Ryan Jiro Gravenberch,20,1.9,Netherlands  Suriname,Amsterdam,35.0,midfield - Central Midfield,38,Right,Bayern Munich,2027-06-30,2022-07-01,Team Raiola,Adidas,30.0,35.0
477,Soichiro Kozuki,上月 壮一郎,22,1.8,Japan,"Uji, Kyoto",0.6,midfield - Right Midfield,38,Right,Fc Schalke 04,2025-06-30,2023-01-01,Pro Profil Gmbh,Unknown,0.6,0.6
466,Timothée Kolodziejczak,Timothée Christian Kolodziejczak,31,1.83,France  Poland,Avion,7.0,Defender - Centre-Back,15,Left,Fc Schalke 04,2023-06-30,2022-10-21,Unknown,Unknown,0.7,7.0
3,Johannes Schenk,,20,1.91,Germany,Schweinfurt,0.3,Goalkeeper,35,Unknown,Bayern Munich,2024-06-30,2022-07-01,11Wins,Unknown,0.3,0.3
230,John Anthony Brooks,,30,1.94,United States  Germany,Berlin,15.0,Defender - Centre-Back,23,Left,Tsg Hoffenheim,2024-06-30,2023-01-26,Rogon,Unknown,3.0,15.0
487,Manuel Riemann,Manuel Riemann-Lorenzen,34,1.86,Germany,Mühldorf Am Inn,1.2,Goalkeeper,1,Right,Vfl Bochum,2025-06-30,2015-07-01,Roof,Unknown,1.2,1.2
60,Péter Gulácsi,,33,1.9,Hungary,Budapest,13.0,Goalkeeper,1,Right,Rb Leipzig,2025-06-30,2015-07-01,Hcm Sports ...,Unknown,6.0,13.0
111,Patrik Schick,,27,1.91,Czech Republic,Praha,50.0,Attack - Centre-Forward,14,Left,B. Leverkusen,2027-06-30,2020-09-08,Int. Sport ...,Unknown,30.0,50.0
328,Lilian Egloff,,20,1.82,Germany,Heilbronn,1.5,midfield - Attacking Midfield,25,Right,Vfb Stuttgart,2024-06-30,2020-07-01,Vida 11,Unknown,1.5,1.5
300,Fredrik Jensen,Hans Fredrik Jensen,25,1.83,Finland,Porvoo,3.0,midfield - Attacking Midfield,24,Right,Fc Augsburg,2025-06-30,2018-07-01,V4S,Unknown,2.5,3.0
29,Alexander Meyer,Alexander Niklas Meyer-Schade,32,1.95,Germany,Bad Oldesloe,1.0,Goalkeeper,33,Right,Bor. Dortmund,2024-06-30,2022-07-01,Aka Global Gmbh,Unknown,1.0,1.0
195,Dzenan Pejcinovic,Dženan Pejčinović,18,1.88,Germany  Montenegro,München,1.0,Attack - Centre-Forward,18,Left,Vfl Wolfsburg,2027-06-30,2022-07-14,Karl M. Herzog ...,Unknown,1.0,1.0
469,Jere Uronen,Jere Juhani Uronen,28,1.77,Finland,Turku,3.5,Defender - Left-Back,18,Left,Fc Schalke 04,2023-06-30,2023-01-07,Nga Sport,Unknown,1.0,3.5
26,Eric Maxim Choupo-Moting,Eric Maxim Choupo-Moting,34,1.91,Cameroon  Germany,Hamburg,10.0,Attack - Centre-Forward,13,Right,Bayern Munich,2024-06-30,2020-10-05,Rogon,Puma,6.0,10.0
7,Alphonso Davies,Alphonso Boyle Davies,22,1.85,Canada  Liberia,Buduburam,80.0,Defender - Left-Back,19,Left,Bayern Munich,2025-06-30,2019-01-01,Atg Sports,Unknown,70.0,80.0
467,Ibrahima Cissé,,22,1.96,Mali  France,Dreux,0.2,Defender - Centre-Back,22,Right,Fc Schalke 04,2026-06-30,2022-07-01,Unknown,Unknown,0.2,0.2
109,Moussa Diaby,,23,1.7,France  Mali,Paris,60.0,Attack - Right Winger,19,Left,B. Leverkusen,2025-06-30,2019-07-01,Ais Sport Service,Unknown,50.0,60.0
37,Tom Rothe,Tom Alexander Rothe,18,1.93,Germany,Rendsburg,3.5,Defender - Left-Back,36,Left,Bor. Dortmund,2024-06-30,2022-07-01,Wasserman,Unknown,3.5,3.5
160,Florian Neuhaus,Florian Christian Neuhaus,26,1.85,Germany,Landsberg Am Lech,38.0,midfield - Central Midfield,32,Right,Bor. M'Gladbach,2024-06-30,2017-07-01,Cn Sports,Unknown,15.0,38.0
481,Marius Bülter,,30,1.88,Germany,Ibbenbüren,3.0,Attack - Left Winger,11,Right,Fc Schalke 04,2024-06-30,2021-07-01,Tpwe Gmbh,Adidas,2.5,3.0
119,Tuta,,23,1.85,Brazil,São Paulo,15.0,Defender - Centre-Back,35,Right,E. Frankfurt,2026-06-30,2019-01-31,Wolfs,Unknown,15.0,15.0
115,Diant Ramaj,,21,1.89,Germany  Kosovo,Stuttgart,0.75,Goalkeeper,40,Both,E. Frankfurt,2027-06-30,2021-07-01,Bms Sportconsulting ...,Unknown,0.75,0.75
178,Paulo Otávio,,28,1.73,Brazil,Ourinhos,8.0,Defender - Left-Back,6,Left,Vfl Wolfsburg,2023-06-30,2019-07-01,Tfm Agency,Unknown,6.5,8.0
197,Noah Atubolu,,20,1.9,Germany  Nigeria,Freiburg Im Breisgau,2.0,Goalkeeper,21,Right,Sc Freiburg,,2021-07-01,Unique Sports Group,Unknown,2.0,2.0
322,Pascal Stenzel,,27,1.83,Germany,Bünde,6.5,Defender - Right-Back,15,Right,Vfb Stuttgart,2024-06-30,2020-07-01,Unique Sports Group,Unknown,1.5,6.5
146,Tobias Sippel,,35,1.83,Germany,Bad Dürkheim,3.0,Goalkeeper,21,Right,Bor. M'Gladbach,2024-06-30,2015-07-01,Dr. Michael Becker,Unknown,0.4,3.0
381,Ellyes Skhiri,إلياس صخيري,28,1.85,Tunisia  France,Lunel,13.0,midfield - Defensive Midfield,28,Right,1.Fc Köln,2023-06-30,2019-07-29,Caa Stellar,Unknown,13.0,13.0
434,Louis Lord,,19,1.9,Germany,Vechta,0.15,Goalkeeper,1,Unknown,W. Bremen Ii,,2021-07-01,Caa Stellar,Unknown,0.15,0.15
207,Jonathan Schmid,,32,1.79,France,Strasbourg,5.0,Defender - Right-Back,7,Right,Sc Freiburg,,2019-07-01,Unique Sports Group,Unknown,1.2,5.0
325,Enzo Millot,,20,1.74,France  Martinique,Lucé,2.5,midfield - Central Midfield,8,Left,Vfb Stuttgart,2025-06-30,2021-08-14,Klan Soccer Fzco,Unknown,2.5,2.5
366,Nelson Weiper,Nelson Felix Patrick Weiper,18,1.92,Germany  Albania,Mainz,2.5,Attack - Centre-Forward,44,Right,1.Fsv Mainz 05,2025-06-30,2022-07-01,Asbw Sport Marketing,Unknown,2.5,2.5
459,Michael Langer,,38,1.95,Austria,Bregenz,0.75,Goalkeeper,34,Right,Fc Schalke 04,2023-06-30,2017-08-04,Pesm,Unknown,0.05,0.75
142,Lucas Alario,Lucas Nicolás Alario,30,1.85,Argentina  Italy,"Tostado, Santa Fe",20.0,Attack - Centre-Forward,21,Right,E. Frankfurt,2025-06-30,2022-07-01,Pedro Aldave Ortuzar,Adidas,4.0,20.0
499,Jordi Osei-Tutu,Jordi Martin Emmanuel Osei-Tutu,24,1.76,England  Ghana,Slough,1.5,Defender - Right-Back,18,Right,Vfl Bochum,2025-06-30,2022-07-01,Unique Sports Group,Unknown,1.5,1.5
68,Abdou Diallo,Abdou-Lakhad Diallo,27,1.87,Senegal  France,Tours,35.0,Defender - Centre-Back,37,Left,Rb Leipzig,2023-06-30,2022-09-01,Classico,Puma,15.0,35.0
264,Christopher Trimmel,,36,1.89,Austria,Oberpullendorf,1.2,Defender - Right-Back,28,Right,Union Berlin,2024-06-30,2014-07-01,Roof,Adidas,0.8,1.2
171,Koen Casteels,,30,1.97,Belgium,Bonheiden,14.0,Goalkeeper,1,Left,Vfl Wolfsburg,2024-06-30,2015-01-21,Relatives,Nike,8.0,14.0
508,Gerrit Holtmann,,28,1.85,Philippines  Germany,Bremen,4.5,Attack - Left Winger,17,Left,Vfl Bochum,2025-06-30,2020-08-24,Relatives,Unknown,3.5,4.5
388,Kingsley Schindler,,29,1.83,Ghana  Germany,Hamburg,3.0,midfield - Right Midfield,17,Right,1.Fc Köln,2023-06-30,2019-07-01,11Wins,Unknown,1.0,3.0
248,Kasper Dolberg,Kasper Dolberg Rasmussen,25,1.87,Denmark,Silkeborg,23.0,Attack - Centre-Forward,19,Right,Tsg Hoffenheim,2023-06-30,2023-01-02,Rafaela Pimenta,Adidas,9.0,23.0
196,Mark Flekken,,29,1.95,Netherlands,Bocholtz,7.0,Goalkeeper,26,Both,Sc Freiburg,,2018-07-01,Seg,Unknown,7.0,7.0
258,Paul Jaeckel,,24,1.86,Germany,Eisenhüttenstadt,7.5,Defender - Centre-Back,3,Right,Union Berlin,,2021-07-01,Karl M. Herzog ...,Adidas,5.5,7.5
